Date,Location,Tournament,Series,Court,Surface,Round,Player0,Player1,Rank0,Rank1,Pts0,Pts1,Comment,B3650,B3651,PS0,PS1,Avg0,Avg1,EloRating0,EloRating1,MatchesPlayed0,MatchesPlayed1,MatchesWon0,MatchesWon1,Injuries0,Injuries1,WinningStreak0,WinningStreak1
2017-01-01,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Thompson J.,Ymer E.,79.0,160.0,689.0,372.0,Completed,1.28,3.5,1.31,3.73,1.29,3.5,1500.0,1500.0,12.0,9.0,25.0,22.22222222222222,0.0,0.0,0.0,0.0
2017-01-02,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Mahut N.,Robert S.,39.0,54.0,1102.0,854.0,Completed,1.5,2.5,1.58,2.52,1.54,2.43,1500.0,1500.0,43.0,32.0,53.48837209302325,43.75,0.0,0.0,0.0,0.0
2017-01-02,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Ferrer D.,Tomic B.,21.0,26.0,1785.0,1465.0,Completed,1.9,1.8,2.1,1.81,2.01,1.77,1500.0,1500.0,55.0,51.0,60.0,54.90196078431373,1.0,1.0,0.0,0.0
2017-01-02,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Edmund K.,Escobedo E.,45.0,141.0,1001.0,443.0,Completed,1.36,3.0,1.42,3.09,1.37,3.01,1500.0,1500.0,37.0,6.0,51.35135135135135,33.33333333333333,1.0,0.0,0.0,0.0
2017-01-02,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Dimitrov G.,Johnson S.,17.0,33.0,2035.0,1320.0,Completed,1.4,2.75,1.41,3.13,1.41,2.85,1500.0,1500.0,65.0,54.0,61.53846153846154,50.0,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Donaldson J.,Muller G.,105.0,34.0,570.0,1255.0,Completed,2.62,1.44,2.74,1.51,2.64,1.47,1500.0,1500.0,17.0,56.0,41.17647058823529,58.92857142857143,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Groth S.,Herbert P.H.,180.0,78.0,320.0,698.0,Completed,2.25,1.57,2.34,1.66,2.27,1.61,1500.0,1500.0,18.0,14.0,22.22222222222222,35.714285714285715,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Pouille L.,Simon G.,15.0,25.0,2156.0,1585.0,Completed,1.8,1.9,1.93,1.95,1.83,1.94,1500.0,1500.0,54.0,55.0,61.111111111111114,54.54545454545454,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Troicki V.,Nishioka Y.,29.0,100.0,1385.0,604.0,Completed,1.5,2.5,1.54,2.62,1.49,2.57,1500.0,1500.0,60.0,20.0,55.00000000000001,40.0,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Schwartzman D.,Querrey S.,52.0,31.0,864.0,1355.0,Completed,2.2,1.61,2.2,1.74,2.18,1.66,1500.0,1500.0,34.0,51.0,50.0,54.90196078431373,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Zverev M.,De Minaur A.,51.0,351.0,874.0,132.0,Completed,1.44,2.62,1.49,2.8,1.45,2.7,1500.0,1500.0,26.0,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0
2017-01-03,Brisbane,Brisbane International,ATP250,Outdoor,Hard,1st Round,Nadal R.,Dolgopolov O.,9.0,62.0,3300.0,760.0,Completed,1.16,5.0,1.15,6.34,1.14,5.34,1500.0,1500.0,49.0,35.0,73.46938775510205,48.57142857142857,0.0,0.0,0.0,0.0
2017-01-04,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Nishikori K.,Donaldson J.,5.0,105.0,4905.0,570.0,Completed,1.1,7.0,1.12,7.58,1.11,6.37,1500.0,1516.0,72.0,17.0,72.22222222222221,41.17647058823529,1.0,0.0,0.0,0.0
2017-01-04,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Thompson J.,Ferrer D.,79.0,21.0,689.0,1785.0,Completed,4.5,1.18,4.93,1.22,4.46,1.2,1516.0,1516.0,12.0,55.0,25.0,60.0,0.0,1.0,1.0,0.0
2017-01-04,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Edmund K.,Pouille L.,45.0,15.0,1001.0,2156.0,Retired,2.62,1.44,2.6,1.56,2.51,1.51,1516.0,1516.0,37.0,54.0,51.35135135135135,61.111111111111114,1.0,0.0,1.0,0.0
2017-01-04,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Wawrinka S.,Troicki V.,4.0,29.0,5315.0,1385.0,Completed,1.3,3.4,1.34,3.6,1.31,3.39,1500.0,1516.0,64.0,60.0,71.875,55.00000000000001,0.0,0.0,0.0,0.0
2017-01-05,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Dimitrov G.,Mahut N.,17.0,39.0,2035.0,1102.0,Completed,1.18,4.5,1.21,5.0,1.2,4.39,1516.0,1516.0,65.0,43.0,61.53846153846154,53.48837209302325,0.0,0.0,1.0,0.0
2017-01-05,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Thiem D.,Groth S.,8.0,180.0,3415.0,320.0,Completed,1.16,4.5,1.22,4.97,1.2,4.4,1500.0,1516.0,82.0,18.0,70.73170731707317,22.22222222222222,0.0,0.0,0.0,0.0
2017-01-05,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Raonic M.,Schwartzman D.,3.0,52.0,5450.0,864.0,Completed,1.14,5.5,1.15,6.44,1.13,5.66,1500.0,1516.0,71.0,34.0,73.23943661971832,50.0,2.0,0.0,0.0,0.0
2017-01-05,Brisbane,Brisbane International,ATP250,Outdoor,Hard,2nd Round,Nadal R.,Zverev M.,9.0,51.0,3300.0,874.0,Completed,1.12,6.0,1.14,6.76,1.11,6.16,1516.0,1516.0,49.0,26.0,73.46938775510205,46.15384615384615,0.0,0.0,1.0,0.0
2017-01-06,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Quarterfinals,Wawrinka S.,Edmund K.,4.0,45.0,5315.0,1001.0,Completed,1.28,3.5,1.33,3.77,1.3,3.48,1516.736306793522,1532.0,64.0,37.0,71.875,51.35135135135135,0.0,1.0,1.0,0.0
2017-01-06,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Quarterfinals,Nishikori K.,Thompson J.,5.0,79.0,4905.0,689.0,Completed,1.16,5.0,1.15,6.73,1.15,5.52,1516.736306793522,1532.0,72.0,12.0,72.22222222222221,25.0,0.0,0.0,1.0,0.0
2017-01-06,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Quarterfinals,Dimitrov G.,Thiem D.,17.0,8.0,2035.0,3415.0,Completed,1.66,2.1,1.68,2.36,1.68,2.16,1532.0,1516.736306793522,65.0,82.0,61.53846153846154,70.73170731707317,0.0,0.0,2.0,0.0
2017-01-06,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Quarterfinals,Raonic M.,Nadal R.,3.0,9.0,5450.0,3300.0,Completed,2.37,1.53,2.31,1.7,2.4,1.56,1516.736306793522,1532.0,71.0,49.0,73.23943661971832,73.46938775510205,2.0,0.0,1.0,0.0
2017-01-07,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Semifinals,Nishikori K.,Wawrinka S.,5.0,4.0,4905.0,5315.0,Completed,1.61,2.25,1.61,2.52,1.61,2.3,1533.4387739660467,1533.4387739660467,72.0,64.0,72.22222222222221,71.875,0.0,0.0,2.0,0.0
2017-01-07,Brisbane,Brisbane International,ATP250,Outdoor,Hard,Semifinals,Dimitrov G.,Raonic M.,17.0,3.0,2035.0,5450.0,Completed,2.75,1.44,2.99,1.46,2.7,1.45,1547.2975328274754,1533.4387739660467,65.0,71.0,61.53846153846154,73.23943661971832,0.0,2.0,3.0,0.0
2017-01-08,Brisbane,Brisbane International,ATP250,Outdoor,Hard,The Final,Dimitrov G.,Nishikori K.,17.0,5.0,2035.0,4905.0,Completed,2.75,1.44,2.74,1.53,2.65,1.48,1562.6596516732902,1549.4387739660467,65.0,72.0,61.53846153846154,72.22222222222221,0.0,0.0,4.0,0.0
2017-01-02,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Darcis S.,Mektic N.,86.0,331.0,658.0,144.0,Completed,1.22,4.0,1.26,4.25,1.23,4.06,1500.0,1500.0,8.0,3.0,37.5,33.33333333333333,0.0,0.0,0.0,0.0
2017-01-02,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Sela D.,Dzumhur D.,96.0,77.0,616.0,699.0,Completed,2.0,1.72,2.1,1.81,2.02,1.77,1500.0,1500.0,25.0,41.0,36.0,48.78048780487805,0.0,1.0,0.0,0.0
2017-01-02,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Medvedev D.,Monteiro T.,99.0,82.0,611.0,674.0,Completed,1.18,4.5,1.25,4.36,1.21,4.3,1500.0,1500.0,10.0,12.0,50.0,50.0,0.0,0.0,0.0,0.0
2017-01-02,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Kovalik J.,Elias G.,117.0,81.0,501.0,675.0,Completed,1.44,2.62,1.57,2.55,1.5,2.55,1500.0,1500.0,11.0,23.0,27.27272727272727,47.82608695652174,0.0,0.0,0.0,0.0
2017-01-02,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Chung H.,Coric B.,104.0,48.0,571.0,945.0,Completed,1.66,2.1,1.79,2.12,1.74,2.06,1500.0,1500.0,19.0,41.0,31.57894736842105,51.21951219512195,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Olivo R.,Ruud C.,83.0,225.0,670.0,231.0,Completed,1.8,1.9,1.94,1.94,1.85,1.92,1500.0,1500.0,16.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Bedene A.,Garcia-Lopez G.,101.0,70.0,592.0,725.0,Completed,1.66,2.1,1.74,2.2,1.69,2.13,1500.0,1500.0,31.0,53.0,38.70967741935484,41.509433962264154,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Lu Y.H.,Albot R.,64.0,97.0,754.0,614.0,Completed,1.25,3.75,1.29,3.9,1.26,3.68,1500.0,1500.0,15.0,13.0,46.666666666666664,23.076923076923077,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Paire B.,Kravchuk K.,47.0,85.0,960.0,660.0,Completed,1.5,2.5,1.53,2.67,1.5,2.54,1500.0,1500.0,53.0,5.0,41.509433962264154,20.0,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Bhambri Y.,Ramanathan R.,474.0,227.0,83.0,231.0,Completed,1.4,2.75,1.43,3.02,1.44,2.75,1500.0,1500.0,0.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Dutra Silva R.,Lajovic D.,440.0,93.0,92.0,627.0,Completed,3.0,1.36,3.1,1.41,2.97,1.38,1500.0,1500.0,8.0,40.0,12.5,45.0,0.0,0.0,0.0,0.0
2017-01-03,Chennai,Chennai Open,ATP250,Outdoor,Hard,1st Round,Youzhny M.,Myneni S.,57.0,192.0,826.0,287.0,Completed,1.44,2.62,1.41,3.14,1.4,2.87,1500.0,1500.0,37.0,0.0,45.94594594594595,0.0,0.0,0.0,0.0,0.0
2017-01-04,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Medvedev D.,Lu Y.H.,99.0,64.0,611.0,754.0,Completed,2.5,1.5,2.44,1.63,2.37,1.57,1516.0,1516.0,10.0,15.0,50.0,46.666666666666664,0.0,0.0,1.0,0.0
2017-01-04,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Ramos-Vinolas A.,Darcis S.,27.0,86.0,1435.0,658.0,Completed,1.72,2.0,1.91,2.0,1.82,1.95,1500.0,1516.0,64.0,8.0,53.125,37.5,0.0,0.0,0.0,0.0
2017-01-04,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Kovalik J.,Cilic M.,117.0,6.0,501.0,3650.0,Completed,7.0,1.1,8.67,1.1,6.9,1.09,1516.0,1500.0,11.0,62.0,27.27272727272727,67.74193548387096,0.0,0.0,1.0,0.0
2017-01-04,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Sela D.,Chung H.,96.0,104.0,616.0,571.0,Completed,2.62,1.44,2.95,1.46,2.72,1.44,1516.0,1516.0,25.0,19.0,36.0,31.57894736842105,0.0,0.0,1.0,0.0
2017-01-05,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Youzhny M.,Olivo R.,57.0,83.0,826.0,670.0,Completed,1.28,3.5,1.35,3.51,1.32,3.36,1516.0,1516.0,37.0,16.0,45.94594594594595,50.0,0.0,0.0,1.0,0.0
2017-01-05,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Bautista Agut R.,Dutra Silva R.,14.0,440.0,2350.0,92.0,Completed,1.11,6.5,1.13,7.04,1.12,6.17,1500.0,1516.0,42.0,8.0,61.904761904761905,12.5,0.0,0.0,0.0,0.0
2017-01-05,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Paire B.,Bhambri Y.,47.0,474.0,960.0,83.0,Completed,1.44,2.62,1.53,2.68,1.48,2.6,1516.0,1516.0,53.0,0.0,41.509433962264154,0.0,0.0,0.0,1.0,0.0
2017-01-05,Chennai,Chennai Open,ATP250,Outdoor,Hard,2nd Round,Bedene A.,Klizan M.,101.0,35.0,592.0,1230.0,Completed,1.57,2.25,1.59,2.52,1.58,2.34,1516.0,1500.0,31.0,29.0,38.70967741935484,48.275862068965516,0.0,0.0,1.0,0.0
2017-01-06,Chennai,Chennai Open,ATP250,Outdoor,Hard,Quarterfinals,Medvedev D.,Kovalik J.,99.0,117.0,611.0,501.0,Completed,1.36,3.0,1.44,3.06,1.41,2.86,1532.0,1531.263693206478,10.0,11.0,50.0,27.27272727272727,0.0,0.0,2.0,0.0
2017-01-06,Chennai,Chennai Open,ATP250,Outdoor,Hard,Quarterfinals,Sela D.,Ramos-Vinolas A.,96.0,27.0,616.0,1435.0,Completed,2.62,1.44,2.65,1.56,2.63,1.47,1532.0,1516.736306793522,25.0,64.0,36.0,53.125,0.0,0.0,2.0,0.0
2017-01-06,Chennai,Chennai Open,ATP250,Outdoor,Hard,Quarterfinals,Paire B.,Bedene A.,47.0,101.0,960.0,592.0,Completed,1.57,2.25,1.73,2.26,1.66,2.19,1532.0,1531.263693206478,53.0,31.0,41.509433962264154,38.70967741935484,0.0,0.0,2.0,0.0
2017-01-06,Chennai,Chennai Open,ATP250,Outdoor,Hard,Quarterfinals,Bautista Agut R.,Youzhny M.,14.0,57.0,2350.0,826.0,Completed,1.22,4.0,1.26,4.4,1.24,3.94,1516.736306793522,1532.0,42.0,37.0,61.904761904761905,45.94594594594595,0.0,0.0,1.0,0.0
2017-01-07,Chennai,Chennai Open,ATP250,Outdoor,Hard,Semifinals,Medvedev D.,Sela D.,99.0,96.0,611.0,616.0,Completed,1.61,2.3,1.68,2.35,1.64,2.23,1547.9660918698307,1547.2975328274754,10.0,25.0,50.0,36.0,0.0,0.0,3.0,0.0
2017-01-07,Chennai,Chennai Open,ATP250,Outdoor,Hard,Semifinals,Bautista Agut R.,Paire B.,14.0,47.0,2350.0,960.0,Completed,1.44,2.75,1.46,2.99,1.45,2.71,1533.4387739660467,1547.9660918698307,42.0,53.0,61.904761904761905,41.509433962264154,0.0,0.0,2.0,0.0
2017-01-08,Chennai,Chennai Open,ATP250,Outdoor,Hard,The Final,Bautista Agut R.,Medvedev D.,14.0,99.0,2350.0,611.0,Completed,1.28,3.75,1.3,4.0,1.29,3.62,1550.1073920703639,1563.9353036261375,42.0,10.0,61.904761904761905,50.0,0.0,0.0,3.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Brown D.,Bagnis F.,72.0,56.0,710.0,835.0,Completed,1.36,3.0,1.41,3.14,1.36,3.1,1500.0,1500.0,24.0,17.0,54.166666666666664,35.294117647058826,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Vesely J.,Yuksel A.,55.0,507.0,848.0,73.0,Completed,1.05,10.0,1.06,11.37,1.07,8.57,1500.0,1500.0,42.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Almagro N.,Lorenzi P.,44.0,40.0,1013.0,1090.0,Completed,1.66,2.1,1.67,2.33,1.68,2.14,1500.0,1500.0,44.0,47.0,50.0,48.93617021276596,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Djokovic N.,Struff J.L.,2.0,63.0,11780.0,758.0,Completed,1.03,15.0,1.04,14.14,1.03,12.47,1500.0,1500.0,72.0,28.0,88.88888888888889,39.285714285714285,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Zeballos H.,Mayer F.,71.0,50.0,722.0,903.0,Completed,2.37,1.53,2.62,1.54,2.47,1.53,1500.0,1500.0,20.0,21.0,35.0,47.61904761904761,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Goffin D.,Haase R.,11.0,59.0,2750.0,795.0,Completed,1.16,5.0,1.16,6.02,1.15,5.32,1500.0,1500.0,68.0,33.0,64.70588235294117,42.42424242424242,0.0,1.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Stepanek R.,Baghdatis M.,107.0,36.0,558.0,1140.0,Retired,2.2,1.61,2.28,1.69,2.18,1.65,1500.0,1500.0,21.0,49.0,47.61904761904761,53.06122448979592,1.0,1.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,De Greef A.,Safwat M.,134.0,199.0,456.0,278.0,Completed,2.25,1.57,2.46,1.61,2.35,1.56,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Verdasco F.,Pospisil V.,42.0,133.0,1035.0,456.0,Completed,1.8,1.9,1.89,2.0,1.8,1.98,1500.0,1500.0,55.0,30.0,52.72727272727272,30.0,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Khachanov K.,Zayid M.S.,53.0,1277.0,863.0,5.0,Completed,1.005,34.0,1.01,25.62,1.01,20.94,1500.0,1500.0,22.0,0.0,59.09090909090909,0.0,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Kohlschreiber P.,Jaziri M.,32.0,58.0,1325.0,814.0,Completed,1.36,3.0,1.45,2.94,1.39,2.9,1500.0,1500.0,51.0,36.0,56.86274509803921,41.66666666666667,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Melzer G.,Mathieu P.H.,68.0,73.0,728.0,710.0,Completed,2.2,1.61,2.2,1.74,2.15,1.68,1500.0,1500.0,9.0,38.0,33.33333333333333,47.368421052631575,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Tsonga J.W.,Kuznetsov An.,12.0,46.0,2550.0,970.0,Completed,1.28,3.5,1.29,3.9,1.29,3.5,1500.0,1500.0,49.0,47.0,69.38775510204081,57.446808510638306,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Karlovic I.,Marchenko I.,20.0,74.0,1795.0,705.0,Completed,1.4,2.75,1.44,3.0,1.41,2.82,1500.0,1500.0,54.0,33.0,59.25925925925925,42.42424242424242,0.0,0.0,0.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Murray A.,Chardy J.,1.0,69.0,12410.0,725.0,Completed,1.04,13.0,1.03,16.29,1.04,11.77,1500.0,1500.0,79.0,38.0,89.87341772151899,44.73684210526316,0.0,0.0,25.0,0.0
2017-01-03,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,Berdych T.,Giannessi A.,10.0,128.0,3060.0,475.0,Completed,1.08,8.0,1.08,9.69,1.07,8.1,1500.0,1500.0,58.0,2.0,67.24137931034483,50.0,0.0,0.0,0.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Almagro N.,Kohlschreiber P.,44.0,32.0,1013.0,1325.0,Completed,2.5,1.5,2.54,1.58,2.43,1.54,1516.0,1516.0,44.0,51.0,50.0,56.86274509803921,0.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Verdasco F.,Goffin D.,42.0,11.0,1035.0,2750.0,Completed,3.25,1.33,3.56,1.34,3.25,1.33,1516.0,1516.0,55.0,68.0,52.72727272727272,64.70588235294117,0.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Stepanek R.,De Greef A.,107.0,134.0,558.0,456.0,Completed,1.22,4.0,1.26,4.34,1.24,3.99,1516.0,1516.0,21.0,0.0,47.61904761904761,0.0,1.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Berdych T.,Vesely J.,10.0,55.0,3060.0,848.0,Completed,1.28,3.5,1.34,3.56,1.3,3.44,1516.0,1516.0,58.0,42.0,67.24137931034483,50.0,0.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Djokovic N.,Zeballos H.,2.0,71.0,11780.0,722.0,Completed,1.02,19.0,1.02,22.73,1.02,16.32,1516.0,1516.0,72.0,20.0,88.88888888888889,35.0,0.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Murray A.,Melzer G.,1.0,68.0,12410.0,728.0,Completed,1.005,26.0,1.02,22.73,1.01,17.24,1516.0,1516.0,79.0,9.0,89.87341772151899,33.33333333333333,0.0,0.0,26.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Karlovic I.,Khachanov K.,20.0,53.0,1795.0,863.0,Completed,1.57,2.25,1.65,2.38,1.62,2.25,1516.0,1516.0,54.0,22.0,59.25925925925925,59.09090909090909,0.0,0.0,1.0,0.0
2017-01-04,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,2nd Round,Tsonga J.W.,Brown D.,12.0,72.0,2550.0,710.0,Completed,1.18,4.5,1.17,5.8,1.17,4.88,1516.0,1516.0,49.0,24.0,69.38775510204081,54.166666666666664,0.0,0.0,1.0,0.0
2017-01-05,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Quarterfinals,Verdasco F.,Karlovic I.,42.0,20.0,1035.0,1795.0,Completed,1.72,2.0,1.82,2.13,1.77,2.02,1532.0,1532.0,55.0,54.0,52.72727272727272,59.25925925925925,0.0,0.0,2.0,0.0
2017-01-05,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Quarterfinals,Djokovic N.,Stepanek R.,2.0,107.0,11780.0,558.0,Completed,1.02,17.0,1.03,19.28,1.02,15.26,1532.0,1532.0,72.0,21.0,88.88888888888889,47.61904761904761,0.0,1.0,2.0,0.0
2017-01-05,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Quarterfinals,Murray A.,Almagro N.,1.0,44.0,12410.0,1013.0,Completed,1.05,11.0,1.05,14.88,1.05,10.56,1532.0,1532.0,79.0,44.0,89.87341772151899,50.0,0.0,0.0,27.0,0.0
2017-01-05,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Quarterfinals,Berdych T.,Tsonga J.W.,10.0,12.0,3060.0,2550.0,Completed,2.2,1.61,2.25,1.74,2.22,1.64,1532.0,1532.0,58.0,49.0,67.24137931034483,69.38775510204081,0.0,0.0,2.0,0.0
2017-01-06,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Semifinals,Djokovic N.,Verdasco F.,2.0,42.0,11780.0,1035.0,Completed,1.08,8.0,1.11,8.57,1.09,7.57,1548.0,1548.0,72.0,55.0,88.88888888888889,52.72727272727272,0.0,0.0,3.0,0.0
2017-01-06,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,Semifinals,Murray A.,Berdych T.,1.0,10.0,12410.0,3060.0,Completed,1.14,5.5,1.17,6.12,1.14,5.45,1548.0,1548.0,79.0,58.0,89.87341772151899,67.24137931034483,0.0,0.0,28.0,0.0
2017-01-07,Doha,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,The Final,Djokovic N.,Murray A.,2.0,1.0,11780.0,12410.0,Completed,2.3,1.61,2.28,1.72,2.21,1.66,1564.0,1564.0,72.0,79.0,88.88888888888889,89.87341772151899,0.0,0.0,4.0,0.0
2017-01-08,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Johnson S.,Robert S.,33.0,53.0,1320.0,854.0,Completed,1.33,3.25,1.34,3.5,1.33,3.24,1484.0,1484.0,54.0,32.0,50.0,43.75,0.0,0.0,0.0,0.0
2017-01-09,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Haase R.,Tearney F.,58.0,447.0,795.0,90.0,Completed,1.12,6.0,1.17,5.75,1.14,5.5,1484.0,1500.0,33.0,0.0,42.42424242424242,0.0,1.0,0.0,0.0,0.0
2017-01-09,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Vesely J.,Zeballos H.,54.0,69.0,848.0,725.0,Completed,1.44,2.62,1.43,3.05,1.41,2.82,1500.0,1500.0,42.0,20.0,50.0,35.0,0.0,0.0,0.0,0.0
2017-01-09,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Jaziri M.,Schwartzman D.,56.0,52.0,814.0,867.0,Completed,2.62,1.44,2.63,1.54,2.56,1.49,1484.0,1499.263693206478,36.0,34.0,41.66666666666667,50.0,0.0,0.0,0.0,0.0
2017-01-09,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Lopez F.,Venus M.,28.0,1035.0,1410.0,10.0,Completed,1.05,11.0,1.05,13.04,1.04,10.72,1500.0,1500.0,53.0,0.0,54.71698113207547,0.0,0.0,0.0,0.0,0.0
2017-01-09,Auckland,ASB Classic,ATP250,Outdoor,Hard,1st Round,Brown D.,Mmoh M.,70.0,195.0,718.0,285.0,Completed,1.9,1.8,2.07,1.83,1.89,1.89,1500.0,1500.0,24.0,0.0,54.166666666666664,0.0,0.0,0.0,0.0,0.0
